132774	171326
669986	699567
184305	824782
66380	332285
746338	346212
962339	184276
586876	355850
671738	151323
502371	533326
970021	856420
176685	33636
1043	623275
371135	917251
243503	466644
345743	253589
849163	189283
684257	643055
994764	900426
737203	841394
75981	607310
129762	589667
211935	151582
245297	647967
300280	177857
965045	630889
604512	560577
731683	124666
972879	278520
857954	936300
547734	244236
897693	19235
260301	312861
846287	481936
160430	248530
971842	696093
224824	653458
132509	646579
329188	985678
881476	972148
712427	287985
700687	954239
143725	329596
302689	737655
87397	133016
114829	618057
944432	489138
332270	937988
715556	760927
324382	199876
616135	106082
186533	955939
846675	158528
920483	529155
588164	414541
609896	263647
319583	320241
644419	822466
826091	348789
611645	865455
605548	623380
726815	81990
28453	613731
462152	293263
241486	626049
596372	724331
635777	663064
898878	436838
941024	690890
110480	577398
257256	371405
450388	899600
892499	4417
128496	234825
655425	985509
705120	280453
870160	752756
397995	491738
752707	557105
47954	858774
412001	850119
571306	152098
704525	37183
102294	151613
879085	899870
275366	480917
440647	49649
780628	410227
7365	113224
857196	408599
919411	72601
395329	54926
192257	972372
973992	323168
512506	562368
950763	952574
929488	749717
196037	256059
878421	755579
711824	969003
465881	311291
498063	610841
282292	295243
868266	536514
426763	67266
42675	94138
759103	295250
62263	934586
56100	863835
194104	655874
896058	284822
373527	533615
416758	947777
923961	972455
667708	848788
702765	406029
1	775162
758257	438858
104726	641056
774530	354449
11945	242538
547230	993353
750611	662699
457580	33971
15545	761769
131582	62501
73177	298514
77685	407145
538448	299285
980108	803206
276563	237195
943933	585855
215561	866935
300047	821815
702342	958650
798098	582450
422994	547647
768256	974760
926687	979293
777105	13340
666652	812466
198835	144244
226158	982981
880600	872118
626025	807491
357790	482742
31859	117959
375079	381484
96078	672194
742461	570481
514386	330999
427506	694687
709059	863495
720504	739580
311768	337500
316200	558999
715668	372529
687014	243544
641068	400641
220118	295566
701172	136524
635606	555528
864859	325894
693012	146452
214737	232959
513554	217400
901385	267827
832812	52691
23129	98019
688125	828315
679195	627373
686801	450216
372361	802919
454833	17676
689188	115193
824957	320221
583914	553639
277366	182177
169409	543847
590629	627900
661374	923887
486438	28882
470408	960913
222861	787277
871965	24749
785990	280646
652795	81012
215860	645649
516534	16746
2753	367587
860304	992309
906782	149101
532311	743610
613346	481552
981877	869288
944669	106603
279860	553553
518003	925860
789302	626083
309049	258447
137738	145723
268265	470644
217592	27644
464357	227879
781029	555628
265713	954503
603469	531846
947211	522935
632398	967660
153899	591507
203691	205197
765858	869974
728663	661165
421517	839403
216011	150748
570280	890611
295126	952154
462848	909076
2826	805351
501976	699825
166178	684771
312664	383880
901951	131897
81583	930332
271484	364645
258688	448462
117583	903201
550263	127710
998449	134811
101642	672153
615391	439274
190650	458734
413902	888369
506930	464945
472101	718163
596309	127635
427904	916692
300726	158459
566015	946622
312292	673648
255608	882095
76924	697045
544789	517171
149366	920679
953576	661401
335152	85178
883895	936801
379625	792159
165123	891016
274003	523032
150172	232409
769369	787735
550273	250323
447663	314625
97498	581432
110843	988318
98933	305015
210584	800945
882388	999314
952034	755380
562143	1567
572407	866863
238725	166229
695870	769452
795993	584176
528269	38038
425364	880588
313062	933551
688767	525302
218880	568055
177314	631314
67365	531962
566130	82496
490239	750682
432025	257551
428993	879613
821	762247
936651	698352
247369	653083
923189	470461
425372	536687
538793	982550
26697	99404
677402	965657
134453	715897
471004	817995
53712	946387
286425	186602
467965	215188
670429	896802
18130	202018
560168	51123
357762	348827
577619	134809
918176	28626
432603	276732
620894	414946
842344	594376
184184	902869
99099	688586
199328	40058
244628	411418
707998	679047
92173	444942
57393	735244
335521	398619
359701	628512
830328	519817
213631	323410
208869	280716
194626	224334
672649	583571
772949	785198
745491	344030
790884	455504
794763	807822
103628	741149
