962	1
743	1
688	1
448	1
326	1
784	1
376	1
599	1
31	1
627	1
446	1
38	1
47	1
737	1
775	1
686	1
854	1
587	1
481	1
221	1
626	1
855	1
20	1
160	1
672	1
204	1
614	1
314	1
251	1
906	1
404	1
997	1
169	1
87	1
232	1
636	1
275	1
395	1
56	1
829	1
992	1
549	1
968	1
252	1
473	1
392	1
52	1
306	1
131	1
380	1
76	1
796	1
62	1
577	1
132	1
214	1
996	1
491	1
844	1
78	1
26	1
38	1
324	1
163	1
438	1
577	1
461	1
839	1
144	1
291	1
943	1
73	1
922	1
68	1
762	1
656	1
305	1
108	1
321	1
966	1
31	1
381	1
707	1
96	1
8	1
167	1
850	1
433	1
347	1
572	1
884	1
384	1
129	1
663	1
621	1
552	1
444	1
88	1
381	1
216	1
